TYPE,SOURCE,ASSET CLASS,TENOR,OWNER,RISK CENTRE,BASE CCY,QUOTE CCY,BID,OFFER,CATEGORY,,
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.003996,-0.003192,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.005995,-0.004788,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011451,-0.009146,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.02412,-0.023852,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015638,-0.01249,Market,0,A
MM,2,INTEREST,1M,,SIMU,GBP,,5.499,5.709,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020628,-0.016475,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046982,0.047782,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001922,-0.001862,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9014,0.90175,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.00275,0.002884,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006672,-0.006491,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005069,-0.004989,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.0696,0.071517,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.09358,0.09556,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014474,-0.014411,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,100.89,100.9,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031263,-0.030912,Market,0,A
MM,2,INTEREST,3M,,SIMU,CHF,,2.695,2.785,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,ZAR,0.0975,0.1075,Market,0,A
FX,2,FXFWD,9M,,SIMU,EUR,DKK,0.0333,0.0503,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012306,0.012903,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8762,0.8767,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.01418,-0.013707,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4058,1.4058,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6569,1.6572,Market,0,A
MM,2,INTEREST,6M,,SIMU,USD,,2.626,2.771,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,ZAR,0.233,0.248,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.091846,0.094371,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041848,-0.04149,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025643,-0.024677,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.080719,0.082194,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000225,0.00023,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9014,0.9018,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024288,0.025467,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.134333,0.137256,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.0292,-0.029074,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007815,0.008113,Market,0,A
MM,2,INTEREST,TN,,SIMU,GBP,,5.152,5.265,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001912,-0.001852,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.01981,-0.019094,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1874,-0.1754,Market,0,A
FX,2,FXFWD,ON,,SIMU,GBP,USD,-0.00021,-0.00015,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4687,1.4689,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4917,1.492,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035308,0.037023,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.822,2.022,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,4.8857,4.8876,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000113,0.000115,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,USD,0.000056,0.000062,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.148092,0.148092,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046329,0.048578,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5476,-0.5276,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054496,-0.053906,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.4097,4.4113,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006638,-0.006458,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9014,0.90195,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,ZAR,0.747,0.787,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.173594,0.177426,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.677,2.837,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005022,-0.004942,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099142,0.103956,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000113,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000116,0.000147,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000415,0.000522,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000725,0.000912,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0721,1.0721,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000942,0.001185,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000987,0.001242,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,SEK,10.6895,10.6925,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.00077,0.000969,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000552,0.000695,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1607,-1.1107,Market,0,A
MM,2,INTEREST,1M,,SIMU,USD,,2.762,2.88,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014108,-0.013637,Market,0,A
FX,3,FXSPOT,SP,,SIMU,USD,ZAR,6.8963,6.9044,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023341,0.024031,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003443,-0.003376,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.615086,6.616144,Market,0,A
FX,2,FXFWD,TN,,SIMU,NZD,USD,-0.000219,-0.000201,Market,0,A
MM,2,INTEREST,ON,,SIMU,GBP,,5.164,5.27,Market,0,A
FX,2,FXFWD,1W,,SIMU,EUR,NOK,0.25,0.31,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041455,-0.0411,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.746,-1.6832,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025512,-0.024551,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128868,0.135126,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.8079,7.8079,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015877,0.016402,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014338,-0.014275,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001924,-0.001864,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046413,0.047697,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009044,-0.008934,Market,0,A
FX,2,FXFWD,ON,,SIMU,EUR,SEK,-0.000087,0.000202,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001189,-0.001093,Market,0,A
FX,2,FXFWD,9M,,SIMU,EUR,CHF,-0.01205,-0.01035,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.312,2.522,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004755,-0.004371,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009376,-0.00862,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.013997,-0.012869,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023716,-0.021803,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033434,-0.030738,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040085,-0.036853,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,100.15,100.22,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000395,-0.000355,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000718,-0.000647,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001041,-0.000938,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9014,0.90185,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016514,-0.001632,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.124,3.204,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002396,-0.002159,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003504,-0.003157,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004923,-0.004435,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.028926,-0.028801,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046733,0.047529,Market,0,A
MM,2,INTEREST,1Y,,SIMU,GBP,,5.47,5.652,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000501,-0.0004,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.002003,-0.0016,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.004007,-0.0032,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9014,0.9018,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.00601,-0.0048,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011481,-0.00917,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015678,-0.012522,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024202,-0.023934,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020681,-0.016518,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019933,-0.019213,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,1.104618,1.104973,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4069,1.4069,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002744,0.002877,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.768,2.868,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.053985,-0.0534,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,CHF,-0.02395,-0.02031,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3351,-2.2595,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006679,-0.006498,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069108,0.071012,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093307,0.095281,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005046,-0.004966,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.03137,-0.031018,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014195,-0.013722,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012276,0.012872,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8808,0.8817,Market,0,A
MM,2,INTEREST,TN,,SIMU,CHF,,1.828,2.028,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014408,-0.014345,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,DKK,0.034,0.0427,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.02567,-0.024703,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092536,0.09508,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041658,-0.041301,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,4.8812,4.8851,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.081141,0.082624,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.666,2.841,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060542,0.061632,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001914,-0.001854,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000224,0.000228,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024229,0.025405,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,ZAR,0.5995,0.6395,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9014,0.9019,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1873,-0.1753,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007809,0.008107,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.150571,0.150571,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029067,-0.028941,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019831,-0.019114,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.468,1.4681,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.13338,0.136281,Market,0,A
MM,2,INTEREST,9M,,SIMU,GBP,,5.608,5.769,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5505,-0.5304,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035222,0.036933,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000114,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01551,-0.01307,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054249,-0.053661,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046216,0.04846,Market,0,A
MM,2,INTEREST,6M,,SIMU,CHF,,2.769,2.835,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.4082,4.4112,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0713,1.0713,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006645,-0.006465,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005053,-0.004972,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,99.8,99.85,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.174056,0.177898,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6634,1.6636,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014123,-0.013651,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.641189,6.643307,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,GBP,-0.00059,0.00007,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.098901,0.103703,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000114,-0.000112,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000116,0.000146,Market,0,A
MM,2,INTEREST,TN,,SIMU,USD,,3.225,3.275,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000414,0.000521,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000724,0.000911,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000941,0.001184,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000986,0.001241,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000769,0.000967,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000552,0.000694,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023524,0.024219,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,NOK,3.59,4.32,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014427,-0.014364,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1679,-1.1176,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.80665,7.80665,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003423,-0.003357,Market,0,A
MM,2,INTEREST,3M,,SIMU,GBP,,5.738,5.958,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025539,-0.024577,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041712,-0.041355,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015878,0.016404,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001923,-0.001863,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7424,-1.6798,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029105,-0.028979,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9016,0.90185,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.193,3.242,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128555,0.134797,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019924,-0.019204,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046716,0.048009,Market,0,A
FX,3,FXFWD,ON,,SIMU,USD,ZAR,0.0031,0.0036,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.047015,0.047816,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001192,-0.001095,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.008992,-0.008883,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004766,-0.004382,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009399,-0.008641,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014031,-0.0129,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023773,-0.021856,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01554,-0.0131,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033515,-0.030812,Market,0,A
MM,2,INTEREST,6M,,SIMU,CHF,,2.769,2.835,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040182,-0.036942,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4127,1.4127,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000397,-0.000357,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,SEK,0.00003,0.000171,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000722,-0.00065,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001047,-0.000943,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016419,-0.001622,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002409,-0.002171,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003522,-0.003174,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9016,0.9018,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004949,-0.004459,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054319,-0.05373,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.834,2.034,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006677,-0.006495,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3322,-2.2567,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000499,-0.000398,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.001996,-0.001594,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.003991,-0.003188,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.005987,-0.004782,Market,0,A
MM,2,INTEREST,1M,,SIMU,GBP,,5.498,5.708,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011437,-0.009134,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,DKK,0.0283,0.0371,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024063,-0.023796,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015618,-0.012474,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020602,-0.016454,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069545,0.071461,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002747,0.002881,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005068,-0.004987,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014189,-0.013716,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,ZAR,0.0031,0.0036,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040318,0.041021,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093381,0.095357,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.765,2.865,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8765,0.8767,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,CHF,-0.02395,-0.02031,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014469,-0.014406,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092006,0.094534,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.03119,-0.030839,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012293,0.012889,Market,0,A
MM,2,INTEREST,1Y,,SIMU,USD,,2.77,2.87,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025659,-0.024692,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.150971,0.150971,Market,0,A
FX,3,FXFWD,SN,,SIMU,USD,ZAR,0.0029,0.0034,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4561,1.4564,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041834,-0.041476,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,GBP,-0.00106,0.00027,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,4.8764,4.8803,Market,0,A
FX,3,FXFWD,ON,,SIMU,EUR,USD,0.000113,0.000124,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,99.89,99.94,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007774,0.00807,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000224,0.000229,Market,0,A
FX,2,FXFWD,SN,,SIMU,GBP,USD,-0.000101,-0.000075,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024262,0.02544,Market,0,A
MM,2,INTEREST,TN,,SIMU,GBP,,5.164,5.27,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.01986,-0.019142,Market,0,A
FX,2,FXFWD,3M,,SIMU,NZD,USD,0.019332,0.020169,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.133569,0.136475,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,GBP,-0.0006,0.00006,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1881,-0.176,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.02919,-0.029064,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001917,-0.001857,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.4074,4.4092,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006655,-0.006474,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035271,0.036983,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.06945,1.06945,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000114,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.674,2.834,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5509,-0.5308,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046279,0.048527,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054478,-0.053888,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4914,1.492,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.173941,0.177781,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.652017,6.653197,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005028,-0.004947,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.273,2.483,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014143,-0.013671,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.809,7.809,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1632,-1.1131,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023504,0.024198,Market,0,A
FX,3,FXSPOT,SP,,SIMU,USD,ZAR,6.7938,6.8017,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000114,-0.000112,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000117,0.000147,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,GBP,-0.00068,0.00004,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000416,0.000524,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000727,0.000916,Market,0,A
